,com_code,com_name,dump_date,High
8,039840,디오,2021-07-19,55000
19,088390,이녹스,2023-04-10,55000
14,243840,신흥에스이씨,2023-07-24,55000
5,017670,SK텔레콤,2024-03-14,55200
28,007540,샘표,2024-01-12,55300
9,042000,카페24,2021-08-09,56600
14,206650,유바이오로직스,2021-09-23,56600
7,187870,디바이스이엔지,2020-12-17,57000
9,007690,국도화학,2023-06-26,57300
8,253450,스튜디오드래곤,2023-11-08,58000
12,120110,코오롱인더,2023-06-22,58700
12,267270,HD현대건설기계,2024-02-05,58700
26,030960,양지사,2022-09-21,58700
14,014820,동원시스템즈,2023-04-17,59200
39,084695,대상홀딩스우,2023-12-08,59600
4,161890,한국콜마,2023-08-11,59600
0,377300,카카오페이,2024-01-11,60200
7,047810,한국항공우주,2023-04-20,60600
5,033270,유나이티드제약,2021-05-03,60900
9,000650,천일고속,2024-01-31,60900
3,108670,LX하우시스,2023-07-28,61400
4,069960,현대백화점,2024-02-07,61900
3,192080,더블유게임즈,2021-10-21,62157
14,131290,티에스이,2024-02-22,62500
7,004000,롯데정밀화학,2023-12-26,63300
13,001630,종근당홀딩스,2023-11-06,64000
21,058430,포스코스틸리온,2023-12-27,64100
13,092230,KPX홀딩스,2022-12-14,64500
3,005935,삼성전자우,2024-02-13,64600
4,010955,S-Oil우,2023-09-01,64900
9,357550,석경에이티,2024-03-07,66800
17,338220,뷰노,2023-09-05,68200
11,000105,유한양행우,2020-12-21,68491
12,001065,JW중외제약우,2021-05-14,68762
6,039130,하나투어,2024-02-06,68800
19,004700,조광피혁,2024-02-02,68900
10,000590,CS홀딩스,2024-01-31,68900
4,215200,메가스터디교육,2024-02-08,68900
0,001045,CJ우,2019-04-16,68900
9,066575,LG전자우,2022-01-14,69800
14,000075,삼양홀딩스우,2022-04-20,70000
8,003555,LG우,2023-04-12,70200
5,001725,신영증권우,2021-08-24,70300
15,183300,코미코,2024-03-19,70600
9,144510,지씨셀,2022-08-05,71200
6,001820,삼화콘덴서,2022-01-11,72300
23,000155,두산우,2024-03-18,72500
9,005305,롯데칠성우,2023-11-16,73100
3,013890,지누스,2022-03-22,73625
15,000325,노루홀딩스우,2022-01-20,74000
13,285130,SK케미칼,2024-01-03,74100
3,416180,신성에스티,2024-02-21,74300
18,064550,바이오니아,2023-05-02,74400
4,310210,보로노이,2023-08-11,74516
6,020150,롯데에너지머티리얼즈,2023-03-06,75000
17,011785,금호석유우,2024-02-19,75000
12,009155,삼성전기우,2023-08-02,75300
10,267250,HD현대,2024-02-05,75300
10,000070,삼양홀딩스,2024-02-05,75500
21,052690,한전기술,2024-03-11,76800
3,137310,에스디바이오센서,2022-02-03,78600
8,352480,씨앤씨인터내셔널,2024-03-05,79300
2,064960,SNT모티브,2021-01-21,79300
15,022100,포스코DX,2023-12-27,79600
15,000100,유한양행,2024-03-11,80400
0,005180,빙그레,2020-04-02,80500
5,160600,이큐셀,2019-08-19,80838
7,000725,현대건설우,2023-05-25,81700
14,136510,스마트솔루션즈,2021-11-12,82400
9,025900,동화기업,2024-02-06,83700
20,000157,두산2우B,2024-03-15,83800
13,006120,SK디스커버리,2020-08-11,84200
10,001067,JW중외제약2우B,2021-05-12,84794
4,134380,미원화학,2022-06-13,85000
22,036830,솔브레인홀딩스,2024-02-20,85400
4,138040,메리츠금융지주,2024-02-23,86200
4,204320,HL만도,2021-01-08,87000
6,011390,부산산업,2023-06-16,87400
11,170900,동아에스티,2024-03-07,88000
1,072710,농심홀딩스,2021-05-14,88400
6,139480,이마트,2024-02-02,88500
7,302440,SK바이오사이언스,2023-08-03,88600
7,035760,CJ ENM,2024-02-08,89300
13,290670,대보마그네틱,2022-11-29,89900
9,055490,테이팩스,2021-11-24,89900
5,008770,호텔신라,2023-08-11,91200
5,003650,미창석유,2022-02-24,91800
13,383310,에코프로에이치엔,2024-03-18,91900
4,360070,탑머티리얼,2023-07-19,92500
1,021240,코웨이,2020-08-11,93300
6,180640,한진칼,2020-11-16,95500
4,057050,현대홈쇼핑,2021-05-14,95600
13,047050,포스코인터내셔널,2023-07-26,96700
1,005930,삼성전자,2021-01-11,96800
9,199800,툴젠,2024-03-19,98000
10,095340,ISC,2024-03-08,98200
21,237690,에스티팜,2024-03-18,99000
19,053800,안랩,2023-02-01,101300
18,042700,한미반도체,2024-03-04,101500
7,389020,자람테크놀로지,2024-03-13,104700
5,101140,인바이오젠,2021-07-07,106000
7,004690,삼천리,2024-02-19,108100
6,263540,어스앤에어로스페이스,2019-06-13,108221
2,107600,새빗켐,2023-07-20,109400
6,293490,카카오게임즈,2021-11-16,110100
9,001040,CJ,2024-03-18,115000
23,120030,조선선재,2024-01-31,118400
7,034950,한국기업평가,2020-12-28,118500
7,010120,LS ELECTRIC,2023-07-25,119000
3,361610,SK아이이테크놀로지,2023-07-26,120000
15,012320,경동인베스트,2023-08-22,123000
8,069620,대웅제약,2023-11-17,123700
9,003830,대한화섬,2024-01-30,124200
5,058650,세아홀딩스,2022-08-12,126000
3,009540,HD한국조선해양,2024-03-15,127800
1,012510,더존비즈온,2020-09-04,133000
0,090435,아모레퍼시픽우,2019-04-17,133000
15,068760,셀트리온제약,2024-01-03,133300
13,006260,LS,2023-08-02,133400
11,185750,종근당,2023-11-07,133416
26,02826K,삼성물산우B,2024-02-19,133900
22,008870,금비,2022-12-26,136500
9,078600,대주전자재료,2023-04-07,138300
6,251270,넷마블,2021-11-11,140500
5,009240,한샘,2021-07-15,140500
16,097955,CJ제일제당 우,2024-02-19,143000
11,096775,SK이노베이션우,2023-07-26,144300
0,005610,SPC삼립,2019-03-29,146000
12,001130,대한제분,2024-02-23,146800
5,148140,비디아이,2020-11-19,148223
5,000640,동아쏘시오홀딩스,2020-11-18,149500
5,066570,LG전자,2022-01-13,150000
20,006110,삼아알미늄,2023-10-12,153000
6,107590,미원홀딩스,2021-10-15,157500
15,121600,나노신소재,2024-02-22,157800
3,009150,삼성전기,2023-07-17,161000
14,005389,현대차3우B,2024-02-19,161800
2,365340,성일하이텍,2023-07-26,162300
3,280360,롯데웰푸드,2021-05-12,163500
12,000150,두산,2023-09-12,166600
14,306200,세아제강,2023-02-27,172800
10,035720,카카오,2021-06-24,173000
4,078340,컴투스,2020-12-03,178400
6,018670,SK가스,2021-09-13,184000
24,065350,신성델타테크,2024-02-21,184800
13,005070,코스모신소재,2024-02-20,186000
15,001465,BYC우,2024-03-05,189300
2,000120,CJ대한통운,2021-02-03,191500
2,282330,BGF리테일,2023-06-16,196500
11,277810,레인보우로보틱스,2024-03-19,199400
12,086280,현대글로비스,2024-03-07,207000
8,039030,이오테크닉스,2024-01-22,207500
13,002600,조흥,2023-07-18,215500
11,145020,휴젤,2024-03-04,219000
8,096770,SK이노베이션,2023-07-26,225816
2,018260,삼성에스디에스,2021-01-08,229500
8,002840,미원상사,2021-03-26,233000
9,035420,NAVER,2023-08-01,239500
3,068270,셀트리온,2024-01-02,241000
6,014680,한솔케미칼,2023-04-07,253000
10,307950,현대오토에버,2023-09-12,263000
10,03473K,SK우,2021-08-23,280000
8,005380,현대차,2021-01-11,289000
9,002960,한국쉘석유,2021-05-17,291000
8,278280,천보,2023-04-10,299500
1,011170,롯데케미칼,2021-02-23,315279
10,066970,엘앤에프,2023-07-26,318000
5,000810,삼성화재,2024-02-08,333000
21,247540,에코프로비엠,2023-12-04,354000
22,006405,삼성SDI우,2023-04-18,392500
4,012330,현대모비스,2021-01-08,395500
3,128940,한미약품,2020-08-06,399036
5,097950,CJ제일제당,2022-08-09,437000
16,051915,LG화학우,2023-07-24,449500
8,004370,농심,2023-08-14,490000
5,000670,영풍,2023-07-25,601000
1,007310,오뚜기,2021-03-10,602000
15,003920,남양유업,2023-02-20,632287
16,005490,POSCO홀딩스,2023-07-27,649000
8,003670,포스코퓨처엠,2023-07-26,694000
4,051910,LG화학,2023-04-11,857000
10,003240,태광산업,2024-01-31,950000
16,086520,에코프로,2023-07-26,1539000
